comuna|fraccion|radio|manzana|nombre
9|2|6|54|NULL
9|3|3|54|NULL
9|4|10|54|NULL
9|5|10|54|NULL
9|6|8|54|NULL
9|7|8|54|NULL
9|8|9|54|NULL
9|9|5|54|NULL
9|10|2|54|NULL
9|11|12|54|NULL
9|12|10|54|NULL
9|13|7|54|NULL
9|14|4|54|NULL
9|15|9|54|NULL
9|16|5|54|NULL
10|1|8|54|NULL
10|2|8|54|NULL
10|3|6|54|NULL
10|4|8|54|NULL
10|5|11|54|NULL
10|6|11|54|NULL
10|7|8|54|NULL
10|8|9|54|NULL
10|9|10|54|NULL
10|10|7|54|NULL
10|14|9|54|NULL
10|15|8|54|NULL
10|16|9|54|NULL
11|1|7|54|NULL
11|2|8|54|NULL
11|3|9|54|NULL
11|4|1|54|NULL
11|5|10|54|NULL
11|6|9|54|NULL
11|7|7|54|NULL
11|15|2|54|NULL
12|1|9|54|NULL
12|2|6|54|NULL
12|3|9|54|NULL
12|4|8|54|NULL
12|10|10|54|NULL
12|11|10|54|NULL
12|18|10|54|NULL
12|19|10|54|NULL
12|21|8|54|NULL
12|22|8|54|NULL
13|1|13|54|NULL
13|2|7|54|NULL
13|11|7|54|NULL
14|10|1|54|NULL
14|13|1|54|NULL
15|1|4|54|NULL
15|2|10|54|NULL
15|3|10|54|NULL
15|4|11|54|NULL
15|5|12|54|NULL
15|9|7|54|NULL
15|11|11|54|NULL
15|15|7|54|NULL
1|9|20|54|NULL
12|7|13|54|NULL
1|2|2|55|NULL
1|9|15|55|NULL
1|12|9|55|NULL
1|13|4|55|NULL
1|14|8|55|NULL
4|1|7|55|NULL
4|3|11|55|NULL
4|4|8|55|NULL
4|5|10|55|NULL
4|8|11|55|NULL
4|9|5|55|NULL
4|11|3|55|NULL
4|12|7|55|NULL
4|21|10|55|NULL
4|23|10|55|NULL
5|22|13|55|NULL
7|13|13|55|NULL
7|14|10|55|NULL
7|15|10|55|NULL
7|16|9|55|NULL
7|20|10|55|NULL
7|22|10|55|NULL
7|24|9|55|NULL
8|3|6|55|NULL
8|4|10|55|NULL
8|6|7|55|NULL
8|8|1|55|NULL
8|10|2|55|NULL
8|12|6|55|NULL
8|13|7|55|NULL
8|14|4|55|NULL
8|15|10|55|NULL
9|1|5|55|NULL
9|2|6|55|NULL
9|3|2|55|NULL
9|4|10|55|NULL
9|5|11|55|NULL
9|6|8|55|NULL
9|7|8|55|NULL
9|8|7|55|NULL
9|9|5|55|NULL
9|11|11|55|NULL
9|12|10|55|NULL
9|13|7|55|NULL
9|14|4|55|NULL
9|15|9|55|NULL
9|16|5|55|NULL
10|1|8|55|NULL
10|2|8|55|NULL
10|3|6|55|NULL
10|4|8|55|NULL
10|5|11|55|NULL
10|6|11|55|NULL
10|7|8|55|NULL
10|8|9|55|NULL
10|9|10|55|NULL
10|10|7|55|NULL
10|14|8|55|NULL
10|16|9|55|NULL
11|1|8|55|NULL
11|2|8|55|NULL
11|3|10|55|NULL
11|4|7|55|NULL
11|5|10|55|NULL
11|6|9|55|NULL
11|7|7|55|NULL
11|15|2|55|NULL
12|1|8|55|NULL
12|2|6|55|NULL
12|3|9|55|NULL
12|4|3|55|NULL
12|7|10|55|NULL
12|8|9|55|NULL
12|10|10|55|NULL
12|11|10|55|NULL
12|18|10|55|NULL
12|19|10|55|NULL
12|21|8|55|NULL
12|22|8|55|NULL
13|1|13|55|NULL
13|11|7|55|NULL
13|12|10|55|NULL
14|13|9|55|NULL
15|1|5|55|NULL
15|2|10|55|NULL
15|3|11|55|NULL
15|4|11|55|NULL
15|5|12|55|NULL
15|9|7|55|NULL
15|15|7|55|NULL
13|2|13|55|NULL
15|11|16|55|NULL
8|1|15|55|NULL
1|2|3|56|NULL
1|9|15|56|NULL
1|13|4|56|NULL
1|14|8|56|NULL
4|2|5|56|NULL
4|3|11|56|NULL
4|5|10|56|NULL
4|9|7|56|NULL
4|11|3|56|NULL
4|12|7|56|NULL
4|21|10|56|NULL
5|22|13|56|NULL
7|13|13|56|NULL
7|14|10|56|NULL
7|15|9|56|NULL
7|16|9|56|NULL
7|20|11|56|NULL
7|22|10|56|NULL
7|24|9|56|NULL
8|3|6|56|NULL
8|4|10|56|NULL
8|6|8|56|NULL
8|8|1|56|NULL
8|10|2|56|NULL
8|12|7|56|NULL
8|13|6|56|NULL
9|1|5|56|NULL
9|2|6|56|NULL
9|3|2|56|NULL
9|4|11|56|NULL
9|5|11|56|NULL
9|6|9|56|NULL
9|7|7|56|NULL
9|8|6|56|NULL
9|9|11|56|NULL
9|10|2|56|NULL
9|11|11|56|NULL
9|12|10|56|NULL
9|13|7|56|NULL
9|15|9|56|NULL
9|16|5|56|NULL
10|1|8|56|NULL
10|2|7|56|NULL
10|4|8|56|NULL
10|5|11|56|NULL
10|6|12|56|NULL
10|7|8|56|NULL
10|8|9|56|NULL
10|9|10|56|NULL
10|10|8|56|NULL
10|14|8|56|NULL
10|15|9|56|NULL
10|16|9|56|NULL
11|1|8|56|NULL
11|2|8|56|NULL
11|3|10|56|NULL
11|4|7|56|NULL
11|5|10|56|NULL
11|6|9|56|NULL
11|7|7|56|NULL
11|15|3|56|NULL
12|1|8|56|NULL
12|2|6|56|NULL
12|3|10|56|NULL
12|4|3|56|NULL
12|7|9|56|NULL
12|8|9|56|NULL
12|10|9|56|NULL
12|11|10|56|NULL
12|18|11|56|NULL
12|19|9|56|NULL
12|22|8|56|NULL
13|1|14|56|NULL
13|11|6|56|NULL
13|12|7|56|NULL
14|13|10|56|NULL
15|1|5|56|NULL
15|2|10|56|NULL
15|3|12|56|NULL
15|4|13|56|NULL
15|5|12|56|NULL
15|11|12|56|NULL
15|15|7|56|NULL
1|12|14|56|NULL
13|2|13|56|NULL
1|1|1|57|NULL
1|2|5|57|NULL
1|9|14|57|NULL
1|13|4|57|NULL
1|14|8|57|NULL
4|1|7|57|NULL
4|2|5|57|NULL
4|3|11|57|NULL
4|4|10|57|NULL
4|8|8|57|NULL
4|9|7|57|NULL
4|11|3|57|NULL
4|12|7|57|NULL
4|21|10|57|NULL
4|23|9|57|NULL
5|22|12|57|NULL
7|13|13|57|NULL
7|14|12|57|NULL
7|16|9|57|NULL
7|20|11|57|NULL
7|22|9|57|NULL
7|24|9|57|NULL
8|3|7|57|NULL
8|4|10|57|NULL
8|6|8|57|NULL
8|8|2|57|NULL
8|10|3|57|NULL
8|12|7|57|NULL
8|13|6|57|NULL
9|1|4|57|NULL
9|2|6|57|NULL
9|3|13|57|NULL
9|4|11|57|NULL
9|5|11|57|NULL
9|6|10|57|NULL
9|7|7|57|NULL
9|8|6|57|NULL
9|9|11|57|NULL
9|12|10|57|NULL
9|13|7|57|NULL
9|14|4|57|NULL
9|15|8|57|NULL
9|16|11|57|NULL
10|1|8|57|NULL
10|2|7|57|NULL
10|4|8|57|NULL
10|5|11|57|NULL
10|6|12|57|NULL
10|7|6|57|NULL
10|8|9|57|NULL
10|10|5|57|NULL
10|14|10|57|NULL
10|15|6|57|NULL
10|16|8|57|NULL
11|1|8|57|NULL
11|2|7|57|NULL
11|3|11|57|NULL
11|4|7|57|NULL
11|5|10|57|NULL
11|6|9|57|NULL
11|7|7|57|NULL
11|15|3|57|NULL
12|1|8|57|NULL
12|2|6|57|NULL
12|3|10|57|NULL
12|4|3|57|NULL
12|8|8|57|NULL
12|10|8|57|NULL
12|11|11|57|NULL
12|18|11|57|NULL
12|19|9|57|NULL
12|22|9|57|NULL
13|1|14|57|NULL
13|2|6|57|NULL
13|11|2|57|NULL
14|13|11|57|NULL
15|1|5|57|NULL
15|2|10|57|NULL
15|3|12|57|NULL
15|4|13|57|NULL
15|5|12|57|NULL
15|9|6|57|NULL
15|11|13|57|NULL
15|15|7|57|NULL
1|12|14|57|NULL
4|5|12|57|NULL
12|7|12|57|NULL
1|2|8|58|NULL
1|9|14|58|NULL
1|12|10|58|NULL
1|13|4|58|NULL
1|14|8|58|NULL
4|2|5|58|NULL
4|3|11|58|NULL
4|4|10|58|NULL
4|5|10|58|NULL
4|8|8|58|NULL
4|9|7|58|NULL
4|11|8|58|NULL
4|12|7|58|NULL
4|21|11|58|NULL
4|23|9|58|NULL
5|22|12|58|NULL
7|13|13|58|NULL
7|14|12|58|NULL
7|15|10|58|NULL
7|16|8|58|NULL
7|20|11|58|NULL
7|22|9|58|NULL
7|24|9|58|NULL
8|3|7|58|NULL
8|4|10|58|NULL
8|6|8|58|NULL
8|8|2|58|NULL
8|10|3|58|NULL
8|12|7|58|NULL
8|13|6|58|NULL
8|14|4|58|NULL
9|1|4|58|NULL
9|2|6|58|NULL
9|3|13|58|NULL
9|4|11|58|NULL
9|5|11|58|NULL
9|6|10|58|NULL
9|7|6|58|NULL
9|8|6|58|NULL
9|9|11|58|NULL
9|10|2|58|NULL
9|12|10|58|NULL
9|14|4|58|NULL
9|15|8|58|NULL
9|16|10|58|NULL
10|1|8|58|NULL
10|2|7|58|NULL
10|3|6|58|NULL
10|4|9|58|NULL
10|5|11|58|NULL
10|6|12|58|NULL
10|7|6|58|NULL
10|8|9|58|NULL
10|10|5|58|NULL
10|14|10|58|NULL
10|15|8|58|NULL
10|16|8|58|NULL
11|1|8|58|NULL
11|2|7|58|NULL
11|3|10|58|NULL
11|4|6|58|NULL
11|5|8|58|NULL
11|6|10|58|NULL
11|7|8|58|NULL
11|15|4|58|NULL
12|1|7|58|NULL
12|2|6|58|NULL
12|3|10|58|NULL
12|4|3|58|NULL
12|10|8|58|NULL
12|11|11|58|NULL
12|18|12|58|NULL
12|19|8|58|NULL
12|22|9|58|NULL
13|1|13|58|NULL
13|2|10|58|NULL
13|11|2|58|NULL
14|13|12|58|NULL
15|1|9|58|NULL
15|2|10|58|NULL
15|3|9|58|NULL
15|4|13|58|NULL
15|5|13|58|NULL
15|7|4|58|NULL
15|9|6|58|NULL
15|11|13|58|NULL
15|15|9|58|NULL
12|7|11|58|NULL
1|1|1|59|NULL
1|2|8|59|NULL
1|9|14|59|NULL
1|13|4|59|NULL
1|14|9|59|NULL
4|2|5|59|NULL
4|3|11|59|NULL
4|4|9|59|NULL
4|5|10|59|NULL
4|8|8|59|NULL
4|9|7|59|NULL
4|11|8|59|NULL
4|12|8|59|NULL
4|21|11|59|NULL
4|23|9|59|NULL
7|13|14|59|NULL
7|14|12|59|NULL
7|16|8|59|NULL
7|20|11|59|NULL
7|22|9|59|NULL
7|24|10|59|NULL
8|3|7|59|NULL
8|4|10|59|NULL
8|6|9|59|NULL
8|8|2|59|NULL
8|10|3|59|NULL
8|13|6|59|NULL
8|14|4|59|NULL
9|1|4|59|NULL
9|3|11|59|NULL
9|4|11|59|NULL
9|5|11|59|NULL
9|6|11|59|NULL
9|7|6|59|NULL
9|8|6|59|NULL
9|9|11|59|NULL
9|10|2|59|NULL
9|12|10|59|NULL
9|14|4|59|NULL
9|15|3|59|NULL
9|16|10|59|NULL
10|1|8|59|NULL
10|2|7|59|NULL
10|3|7|59|NULL
10|4|9|59|NULL
10|5|14|59|NULL
10|6|13|59|NULL
10|7|6|59|NULL
10|10|11|59|NULL
10|14|10|59|NULL
11|2|8|59|NULL
11|3|10|59|NULL
11|4|6|59|NULL
11|5|8|59|NULL
11|6|10|59|NULL
11|7|8|59|NULL
11|15|4|59|NULL
12|1|7|59|NULL
12|2|6|59|NULL
12|3|10|59|NULL
12|4|2|59|NULL
12|7|9|59|NULL
12|10|8|59|NULL
12|11|11|59|NULL
12|18|12|59|NULL
12|19|8|59|NULL
12|22|9|59|NULL
13|1|7|59|NULL
13|2|10|59|NULL
13|3|2|59|NULL
13|11|2|59|NULL
14|13|12|59|NULL
15|1|10|59|NULL
15|2|10|59|NULL
15|3|12|59|NULL
15|5|13|59|NULL
15|7|4|59|NULL
15|9|6|59|NULL
15|11|13|59|NULL
15|15|9|59|NULL
8|15|11|59|NULL
1|12|14|59|NULL
11|1|13|59|NULL
1|1|1|60|NULL
1|9|14|60|NULL
1|12|11|60|NULL
1|13|4|60|NULL
1|14|9|60|NULL
4|1|7|60|NULL
4|2|5|60|NULL
4|3|11|60|NULL
4|4|9|60|NULL
4|5|10|60|NULL
4|8|8|60|NULL
4|9|2|60|NULL
4|11|8|60|NULL
4|12|9|60|NULL
4|21|11|60|NULL
4|23|9|60|NULL
7|13|14|60|NULL
7|14|12|60|NULL
7|15|10|60|NULL
7|16|8|60|NULL
7|20|11|60|NULL
7|22|9|60|NULL
7|24|10|60|NULL
8|3|7|60|NULL
8|4|10|60|NULL
8|6|9|60|NULL
8|8|3|60|NULL
8|10|3|60|NULL
8|12|7|60|NULL
8|13|6|60|NULL
8|14|6|60|NULL
9|1|4|60|NULL
9|3|11|60|NULL
9|4|11|60|NULL
9|5|11|60|NULL
9|6|11|60|NULL
9|7|5|60|NULL
9|8|4|60|NULL
9|9|10|60|NULL
9|12|10|60|NULL
9|13|7|60|NULL
9|14|4|60|NULL
9|15|3|60|NULL
9|16|9|60|NULL
10|1|8|60|NULL
10|2|7|60|NULL
10|3|7|60|NULL
10|4|9|60|NULL
10|5|14|60|NULL
10|6|13|60|NULL
10|7|6|60|NULL
10|8|9|60|NULL
10|10|11|60|NULL
10|14|10|60|NULL
11|2|8|60|NULL
11|3|11|60|NULL
11|4|9|60|NULL
11|5|7|60|NULL
11|6|10|60|NULL
11|7|8|60|NULL
11|15|4|60|NULL
12|1|7|60|NULL
12|2|6|60|NULL
12|4|1|60|NULL
12|7|9|60|NULL
12|10|9|60|NULL
12|11|11|60|NULL
12|19|8|60|NULL
12|22|10|60|NULL
13|1|7|60|NULL
13|2|10|60|NULL
14|13|10|60|NULL
15|1|12|60|NULL
15|2|10|60|NULL
15|3|12|60|NULL
15|4|13|60|NULL
15|5|14|60|NULL
15|9|6|60|NULL
15|15|10|60|NULL
8|15|11|60|NULL
11|1|13|60|NULL
12|18|14|60|NULL
1|9|14|61|NULL
1|12|11|61|NULL
1|14|6|61|NULL
4|1|8|61|NULL
4|2|4|61|NULL
4|3|11|61|NULL
4|4|9|61|NULL
4|5|11|61|NULL
4|8|8|61|NULL
4|9|2|61|NULL
4|11|8|61|NULL
4|12|11|61|NULL
4|21|12|61|NULL
4|23|9|61|NULL
7|13|15|61|NULL
7|14|12|61|NULL
7|15|10|61|NULL
7|16|8|61|NULL
7|19|6|61|NULL
7|20|11|61|NULL
7|22|9|61|NULL
7|24|11|61|NULL
8|3|6|61|NULL
8|4|9|61|NULL
8|6|9|61|NULL
8|8|3|61|NULL
8|10|3|61|NULL
8|13|5|61|NULL
8|14|6|61|NULL
9|1|4|61|NULL
9|3|11|61|NULL
9|4|11|61|NULL
9|5|11|61|NULL
9|6|12|61|NULL
9|7|11|61|NULL
9|8|4|61|NULL
9|9|10|61|NULL
9|10|6|61|NULL
9|12|10|61|NULL
9|13|7|61|NULL
9|14|4|61|NULL
9|15|4|61|NULL
9|16|9|61|NULL
10|1|8|61|NULL
10|4|9|61|NULL
10|5|14|61|NULL
10|6|13|61|NULL
10|10|11|61|NULL
10|14|11|61|NULL
11|2|7|61|NULL
11|3|11|61|NULL
11|4|9|61|NULL
11|5|7|61|NULL
11|6|10|61|NULL
11|7|9|61|NULL
11|15|11|61|NULL
12|1|7|61|NULL
12|2|8|61|NULL
12|3|11|61|NULL
12|4|2|61|NULL
12|10|10|61|NULL
12|11|11|61|NULL
12|19|8|61|NULL
12|22|10|61|NULL
13|1|7|61|NULL
13|2|10|61|NULL
13|3|7|61|NULL
14|10|1|61|NULL
14|13|10|61|NULL
15|1|12|61|NULL
15|2|9|61|NULL
15|3|11|61|NULL
15|4|13|61|NULL
15|5|14|61|NULL
15|7|4|61|NULL
15|9|6|61|NULL
15|15|10|61|NULL
11|1|13|61|NULL
12|18|14|61|NULL
1|1|1|62|NULL
1|9|14|62|NULL
1|12|11|62|NULL
1|13|4|62|NULL
1|14|5|62|NULL
4|1|8|62|NULL
4|2|4|62|NULL
4|3|11|62|NULL
4|4|10|62|NULL
4|5|11|62|NULL
4|8|8|62|NULL
4|9|7|62|NULL
4|11|8|62|NULL
4|21|12|62|NULL
4|23|9|62|NULL
7|13|15|62|NULL
7|14|13|62|NULL
7|15|10|62|NULL
7|16|8|62|NULL
7|20|12|62|NULL
7|22|9|62|NULL
7|24|11|62|NULL
8|3|6|62|NULL
8|4|8|62|NULL
8|6|9|62|NULL
8|8|8|62|NULL
8|10|6|62|NULL
8|12|7|62|NULL
8|13|5|62|NULL
9|1|3|62|NULL
9|3|11|62|NULL
9|4|10|62|NULL
9|5|11|62|NULL
9|6|12|62|NULL
9|7|11|62|NULL
9|8|4|62|NULL
9|9|10|62|NULL
9|10|7|62|NULL
9|12|10|62|NULL
9|13|7|62|NULL
9|15|5|62|NULL
9|16|8|62|NULL
10|1|8|62|NULL
10|4|9|62|NULL
10|5|14|62|NULL
10|6|13|62|NULL
10|10|11|62|NULL
11|1|12|62|NULL
11|2|7|62|NULL
11|3|11|62|NULL
11|4|5|62|NULL
11|5|5|62|NULL
11|6|10|62|NULL
11|7|9|62|NULL
11|15|11|62|NULL
12|1|8|62|NULL
12|2|8|62|NULL
12|3|11|62|NULL
12|4|10|62|NULL
12|10|10|62|NULL
12|11|11|62|NULL
12|18|11|62|NULL
12|19|9|62|NULL
12|22|10|62|NULL
13|1|6|62|NULL
13|2|10|62|NULL
13|3|1|62|NULL
13|11|1|62|NULL
14|13|9|62|NULL
15|1|12|62|NULL
15|2|9|62|NULL
15|3|11|62|NULL
15|5|14|62|NULL
15|7|4|62|NULL
15|9|7|62|NULL
15|11|13|62|NULL
15|15|10|62|NULL
8|15|11|62|NULL
1|9|14|63|NULL
1|12|11|63|NULL
1|13|4|63|NULL
1|14|12|63|NULL
4|1|8|63|NULL
4|2|6|63|NULL
4|3|10|63|NULL
4|4|10|63|NULL
4|5|11|63|NULL
4|8|8|63|NULL
4|9|7|63|NULL
4|11|8|63|NULL
4|12|10|63|NULL
4|21|12|63|NULL
7|13|14|63|NULL
7|14|13|63|NULL
7|15|11|63|NULL
7|16|8|63|NULL
7|20|12|63|NULL
7|24|11|63|NULL
8|3|6|63|NULL
8|4|8|63|NULL
8|6|10|63|NULL
8|8|4|63|NULL
8|12|7|63|NULL
8|13|5|63|NULL
8|14|6|63|NULL
9|1|3|63|NULL
9|3|11|63|NULL
9|4|9|63|NULL
9|5|11|63|NULL
9|6|12|63|NULL
9|7|11|63|NULL
9|8|12|63|NULL
9|9|10|63|NULL
9|10|3|63|NULL
9|12|10|63|NULL
9|15|5|63|NULL
9|16|8|63|NULL
10|1|8|63|NULL
10|4|9|63|NULL
10|5|14|63|NULL
10|6|13|63|NULL
10|10|10|63|NULL
11|1|12|63|NULL
11|2|7|63|NULL
11|3|11|63|NULL
11|4|5|63|NULL
11|5|4|63|NULL
11|6|11|63|NULL
11|7|10|63|NULL
11|15|11|63|NULL
12|1|8|63|NULL
12|2|8|63|NULL
12|3|11|63|NULL
12|4|10|63|NULL
12|10|10|63|NULL
12|11|11|63|NULL
12|18|13|63|NULL
12|19|9|63|NULL
12|22|8|63|NULL
13|1|6|63|NULL
13|2|9|63|NULL
13|3|2|63|NULL
14|10|1|63|NULL
14|13|1|63|NULL
15|1|10|63|NULL
15|2|9|63|NULL
15|5|14|63|NULL
15|7|4|63|NULL
15|9|7|63|NULL
15|15|10|63|NULL
8|15|11|63|NULL
9|14|13|63|NULL
1|9|14|64|NULL
1|12|11|64|NULL
1|13|9|64|NULL
1|14|11|64|NULL
4|1|8|64|NULL
4|2|6|64|NULL
4|3|10|64|NULL
4|4|10|64|NULL
4|5|10|64|NULL
4|8|8|64|NULL
4|9|7|64|NULL
4|11|8|64|NULL
4|12|10|64|NULL
4|21|12|64|NULL
4|23|10|64|NULL
7|13|13|64|NULL
7|14|13|64|NULL
7|15|11|64|NULL
7|16|9|64|NULL
7|20|12|64|NULL
7|24|11|64|NULL
8|3|6|64|NULL
8|4|8|64|NULL
8|6|10|64|NULL
8|8|4|64|NULL
8|12|7|64|NULL
8|13|3|64|NULL
8|14|6|64|NULL
9|1|3|64|NULL
9|3|11|64|NULL
9|4|9|64|NULL
9|5|11|64|NULL
9|6|12|64|NULL
9|7|11|64|NULL
9|8|12|64|NULL
9|9|9|64|NULL
9|12|8|64|NULL
9|15|5|64|NULL
9|16|8|64|NULL
10|1|8|64|NULL
10|4|9|64|NULL
10|5|14|64|NULL
10|6|13|64|NULL
10|10|10|64|NULL
11|1|12|64|NULL
11|2|7|64|NULL
11|3|11|64|NULL
11|4|5|64|NULL
11|5|4|64|NULL
11|6|11|64|NULL
11|7|10|64|NULL
11|15|9|64|NULL
12|1|11|64|NULL
12|2|8|64|NULL
12|3|11|64|NULL
12|4|10|64|NULL
12|10|10|64|NULL
12|11|11|64|NULL
12|19|10|64|NULL
12|22|8|64|NULL
13|1|6|64|NULL
13|2|9|64|NULL
13|3|2|64|NULL
15|1|9|64|NULL
15|2|9|64|NULL
15|4|13|64|NULL
15|5|14|64|NULL
15|7|4|64|NULL
15|9|7|64|NULL
15|15|9|64|NULL
8|15|11|64|NULL
12|18|15|64|NULL
9|14|13|64|NULL
1|9|14|65|NULL
1|12|11|65|NULL
1|13|9|65|NULL
1|14|10|65|NULL
4|1|9|65|NULL
4|3|9|65|NULL
4|5|10|65|NULL
4|9|7|65|NULL
4|11|7|65|NULL
4|12|10|65|NULL
4|21|12|65|NULL
4|23|10|65|NULL
7|13|13|65|NULL
7|14|13|65|NULL
7|15|11|65|NULL
7|16|9|65|NULL
7|20|12|65|NULL
7|24|11|65|NULL
8|3|4|65|NULL
8|4|8|65|NULL
8|6|9|65|NULL
8|8|4|65|NULL
8|13|3|65|NULL
8|14|6|65|NULL
9|1|3|65|NULL
9|3|10|65|NULL
9|4|9|65|NULL
9|5|7|65|NULL
9|6|12|65|NULL
9|7|10|65|NULL
9|8|12|65|NULL
9|9|9|65|NULL
9|12|8|65|NULL
9|15|5|65|NULL
9|16|8|65|NULL
10|1|8|65|NULL
10|4|8|65|NULL
10|5|10|65|NULL
10|6|13|65|NULL
10|10|8|65|NULL
11|1|12|65|NULL
11|2|7|65|NULL
11|3|11|65|NULL
11|4|5|65|NULL
11|5|4|65|NULL
11|6|9|65|NULL
11|7|10|65|NULL
11|15|9|65|NULL
12|1|11|65|NULL
12|3|10|65|NULL
12|4|9|65|NULL
12|10|11|65|NULL
12|19|12|65|NULL
12|22|8|65|NULL
13|2|9|65|NULL
13|3|2|65|NULL
13|11|1|65|NULL
15|1|5|65|NULL
15|2|9|65|NULL
15|4|13|65|NULL
15|5|14|65|NULL
15|7|4|65|NULL
15|9|7|65|NULL
15|15|5|65|NULL
12|18|15|65|NULL
1|9|14|66|NULL
1|12|11|66|NULL
1|13|9|66|NULL
1|14|10|66|NULL
4|1|9|66|NULL
4|2|7|66|NULL
4|3|9|66|NULL
4|5|10|66|NULL
4|9|7|66|NULL
4|11|7|66|NULL
4|12|10|66|NULL
4|21|12|66|NULL
4|23|10|66|NULL
7|13|13|66|NULL
7|14|13|66|NULL
7|15|11|66|NULL
7|20|11|66|NULL
7|24|11|66|NULL
8|3|4|66|NULL
8|4|9|66|NULL
8|6|9|66|NULL
8|8|4|66|NULL
8|12|7|66|NULL
8|13|3|66|NULL
8|14|4|66|NULL
8|15|9|66|NULL
9|1|2|66|NULL
9|3|10|66|NULL
9|4|9|66|NULL
9|5|7|66|NULL
9|6|12|66|NULL
9|7|10|66|NULL
9|8|12|66|NULL
9|9|9|66|NULL
9|12|8|66|NULL
9|15|5|66|NULL
9|16|8|66|NULL
10|1|8|66|NULL
10|4|1|66|NULL
10|5|10|66|NULL
10|6|13|66|NULL
10|10|8|66|NULL
11|1|9|66|NULL
11|2|7|66|NULL
11|3|12|66|NULL
11|4|9|66|NULL
11|5|4|66|NULL
11|6|11|66|NULL
11|7|10|66|NULL
11|15|9|66|NULL
12|1|11|66|NULL
12|2|8|66|NULL
12|3|10|66|NULL
12|4|9|66|NULL
12|10|11|66|NULL
12|18|13|66|NULL
12|19|10|66|NULL
12|22|11|66|NULL
13|2|9|66|NULL
13|3|2|66|NULL
14|13|1|66|NULL
15|1|5|66|NULL
15|2|9|66|NULL
15|4|11|66|NULL
15|5|14|66|NULL
15|9|7|66|NULL
1|9|14|67|NULL
1|12|11|67|NULL
1|13|10|67|NULL
1|14|8|67|NULL
4|1|9|67|NULL
4|2|7|67|NULL
4|3|9|67|NULL
4|5|10|67|NULL
4|9|7|67|NULL
4|11|7|67|NULL
4|12|10|67|NULL
4|23|10|67|NULL
7|13|13|67|NULL
7|14|13|67|NULL
7|15|11|67|NULL
7|20|13|67|NULL
7|24|11|67|NULL
8|3|4|67|NULL
8|4|9|67|NULL
8|6|9|67|NULL
8|8|6|67|NULL
8|13|3|67|NULL
8|14|4|67|NULL
8|15|9|67|NULL
9|3|10|67|NULL
9|4|9|67|NULL
9|5|8|67|NULL
9|6|11|67|NULL
9|7|9|67|NULL
9|8|11|67|NULL
9|9|9|67|NULL
9|12|8|67|NULL
9|15|5|67|NULL
9|16|8|67|NULL
10|5|10|67|NULL
10|6|13|67|NULL
10|10|8|67|NULL
11|2|6|67|NULL
11|3|12|67|NULL
11|4|9|67|NULL
11|5|5|67|NULL
11|6|11|67|NULL
11|7|11|67|NULL
11|15|8|67|NULL
12|1|11|67|NULL
12|2|8|67|NULL
12|4|9|67|NULL
12|10|11|67|NULL
12|18|13|67|NULL
12|19|11|67|NULL
12|22|11|67|NULL
13|2|9|67|NULL
13|11|1|67|NULL
14|10|1|67|NULL
14|13|2|67|NULL
15|1|5|67|NULL
15|2|7|67|NULL
15|4|11|67|NULL
15|5|13|67|NULL
15|7|8|67|NULL
15|9|7|67|NULL
1|9|19|68|NULL
1|13|10|68|NULL
1|14|8|68|NULL
4|1|9|68|NULL
4|3|9|68|NULL
4|5|10|68|NULL
4|9|7|68|NULL
4|11|7|68|NULL
4|12|10|68|NULL
4|23|10|68|NULL
7|13|13|68|NULL
7|14|13|68|NULL
7|15|11|68|NULL
7|20|13|68|NULL
7|24|11|68|NULL
8|3|6|68|NULL
8|4|9|68|NULL
8|6|8|68|NULL
8|8|6|68|NULL
8|13|3|68|NULL
9|3|10|68|NULL
9|4|10|68|NULL
9|5|7|68|NULL
9|6|11|68|NULL
9|7|9|68|NULL
9|8|11|68|NULL
9|9|9|68|NULL
9|12|8|68|NULL
9|13|7|68|NULL
9|15|5|68|NULL
9|16|9|68|NULL
10|5|10|68|NULL
10|6|10|68|NULL
10|10|8|68|NULL
11|1|12|68|NULL
11|2|5|68|NULL
11|3|12|68|NULL
11|4|9|68|NULL
11|5|7|68|NULL
11|6|11|68|NULL
11|7|11|68|NULL
11|15|8|68|NULL
12|1|11|68|NULL
12|2|8|68|NULL
12|3|9|68|NULL
12|4|9|68|NULL
12|10|11|68|NULL
12|18|13|68|NULL
12|19|12|68|NULL
12|22|11|68|NULL
13|2|9|68|NULL
14|10|1|68|NULL
15|1|12|68|NULL
15|2|7|68|NULL
15|4|11|68|NULL
15|5|13|68|NULL
15|7|8|68|NULL
15|9|7|68|NULL
1|9|19|69|NULL
1|13|10|69|NULL
1|14|8|69|NULL
4|1|12|69|NULL
4|3|10|69|NULL
4|9|7|69|NULL
4|11|7|69|NULL
4|12|10|69|NULL
4|21|10|69|NULL
4|23|10|69|NULL
7|13|12|69|NULL
7|14|13|69|NULL
7|15|11|69|NULL
7|20|13|69|NULL
8|3|6|69|NULL
8|4|9|69|NULL
8|6|7|69|NULL
8|8|6|69|NULL
8|13|3|69|NULL
9|3|10|69|NULL
9|4|8|69|NULL
9|5|7|69|NULL
9|6|10|69|NULL
9|7|8|69|NULL
9|8|11|69|NULL
9|9|9|69|NULL
9|12|8|69|NULL
9|13|7|69|NULL
9|15|7|69|NULL
9|16|9|69|NULL
10|5|10|69|NULL
10|6|10|69|NULL
